barn_id,alder,gave_ønske
barn_3066,6,Lego
barn_3067,1,Bil
barn_3068,17,Lego
barn_3069,5,Bok
barn_3070,9,Bok
barn_3071,10,Bok
barn_3072,9,kostyme
barn_3073,6,Spill
barn_3074,6,Sykkel
barn_3075,9,Spill
barn_3076,14,Lego
barn_3077,16,kostyme
barn_3078,3,Bok
barn_3079,5,Kosedyr
barn_3080,16,kikkert
barn_3081,10,Lego
barn_3082,14,Lego
barn_3083,5,Kosedyr
barn_3084,8,Lekefigur
barn_3085,9,Spill
barn_3086,9,Spill
barn_3087,7,Sykkel
barn_3088,1,Kosedyr
barn_3089,8,kikkert
barn_3090,5,Lego
barn_3091,7,Lego
barn_3092,16,Spill
barn_3093,7,Spill
barn_3094,13,Bok
barn_3095,5,Kosedyr
barn_3096,9,Bok
barn_3097,17,Bok
barn_3098,3,kjelke
barn_3099,1,Bok
barn_3100,7,Spill
barn_3101,3,Bil
barn_3102,11,Bil
barn_3103,15,Lekefigur
barn_3104,7,Tegnesaker
barn_3105,5,rulleskøyter
barn_3106,7,Sykkel
barn_3107,10,Lekefigur
barn_3108,1,Spill
barn_3109,8,Bil
barn_3110,9,Spill
barn_3111,9,Lego
barn_3112,5,Lego
barn_3113,10,Lego
barn_3114,3,Spill
barn_3115,5,Bok
barn_3116,14,Lego
barn_3117,10,Spill
barn_3118,1,kikkert
barn_3119,5,Lego
barn_3120,5,Lego
barn_3121,6,Bok
barn_3122,5,Bil
barn_3123,2,kikkert
barn_3124,7,Lekefigur
barn_3125,10,Bok
barn_3126,9,Kosedyr
barn_3127,9,ski
barn_3128,3,Bok
barn_3129,16,Bok
barn_3130,13,Lego
barn_3131,12,ski
barn_3132,13,Lego
barn_3133,16,ski
barn_3134,8,Kosedyr
barn_3135,5,Tegnesaker
barn_3136,9,Bok
barn_3137,11,Spill
barn_3138,10,Bil
barn_3139,8,Bok
barn_3140,2,Bil
barn_3141,7,skøyter
barn_3142,15,Spill
barn_3143,8,Bok
barn_3144,8,Lekefigur
barn_3145,6,Tegnesaker
barn_3146,6,Lekefigur
barn_3147,15,Bok
barn_3148,9,Tegnesaker
barn_3149,12,Bok
barn_3150,7,Kosedyr
barn_3151,9,Lego
barn_3152,5,Bil
barn_3153,10,Spill
barn_3154,7,Kosedyr
barn_3155,7,Kosedyr
barn_3156,9,Spill
barn_3157,16,Lekefigur
barn_3158,2,Lego
barn_3159,13,Spill
barn_3160,6,Bil
barn_3161,7,Sykkel
barn_3162,1,Bil
barn_3163,6,kikkert
barn_3164,8,Bok
barn_3165,2,Bok
barn_3166,8,Bil
barn_3167,16,Spill
barn_3168,3,Lekefigur
barn_3169,11,Bil
barn_3170,7,Sykkel
barn_3171,9,Sykkel
barn_3172,6,Kosedyr
barn_3173,5,Lekefigur
barn_3174,5,Bil
barn_3175,2,Bil
barn_3176,5,Kosedyr
barn_3177,9,Bok
barn_3178,14,Kosedyr
barn_3179,12,kostyme
barn_3180,9,Bok
barn_3181,3,Kosedyr
barn_3182,6,Lego
barn_3183,6,Sykkel
barn_3184,5,Bok
barn_3185,8,kjelke
barn_3186,8,Tegnesaker
barn_3187,6,Bok
barn_3188,6,Spill
barn_3189,13,Tegnesaker
barn_3190,12,kostyme
barn_3191,6,Sykkel
barn_3192,15,ski
barn_3193,16,Kosedyr
barn_3194,6,Bok
barn_3195,6,Spill
barn_3196,8,kostyme
barn_3197,16,Spill
barn_3198,14,Lego
barn_3199,3,Tegnesaker
barn_3200,7,Tegnesaker
barn_3201,8,Bok
barn_3202,8,Bil
barn_3203,5,Spill
barn_3204,14,Spill
barn_3205,9,Spill
barn_3206,13,Tegnesaker
barn_3207,14,Lekefigur
barn_3208,11,Lego
barn_3209,7,Bok
barn_3210,9,Sykkel
barn_3211,5,Lego
barn_3212,9,ski
barn_3213,5,Sykkel
barn_3214,9,Bok
barn_3215,5,Bil
barn_3216,4,Spill
barn_3217,5,rulleskøyter
barn_3218,1,Spill
barn_3219,10,Lego
barn_3220,10,Bok
barn_3221,8,Bok
barn_3222,5,Lego
barn_3223,3,Lego
barn_3224,1,Kosedyr
barn_3225,5,Lego
barn_3226,15,Lekefigur
barn_3227,5,Lego
barn_3228,6,ski
barn_3229,3,Lego
barn_3230,5,Kosedyr
barn_3231,8,Tegnesaker
barn_3232,9,Lego
barn_3233,5,Bok
barn_3234,2,ski
barn_3235,7,Bok
barn_3236,5,Bok
barn_3237,5,Sykkel
barn_3238,16,Lego
barn_3239,9,Bok
barn_3240,8,Spill
barn_3241,7,Lego
barn_3242,7,Bok
barn_3243,8,kjelke
barn_3244,9,Bok
barn_3245,9,Lego
barn_3246,5,Spill
barn_3247,8,Kosedyr
barn_3248,7,Bok
barn_3249,14,Lego
barn_3250,9,Sykkel
barn_3251,8,rulleskøyter
barn_3252,4,Kosedyr
barn_3253,9,Kosedyr
barn_3254,4,Bil
barn_3255,6,skøyter
barn_3256,4,Spill
barn_3257,9,Bok
barn_3258,5,Lego
barn_3259,7,Lego
barn_3260,15,Kosedyr
barn_3261,5,rulleskøyter
barn_3262,8,Lego
barn_3263,7,Lego
barn_3264,1,Bil
barn_3265,12,Kosedyr
barn_3266,2,Lego
barn_3267,7,skøyter
barn_3268,8,Bok
barn_3269,9,ski
barn_3270,9,Kosedyr
barn_3271,5,Lego
barn_3272,1,kikkert
barn_3273,10,Bok
barn_3274,8,Lekefigur
barn_3275,13,Bok
barn_3276,13,Lego
barn_3277,13,Lekefigur
barn_3278,8,kostyme
barn_3279,6,rulleskøyter
barn_3280,12,Spill
barn_3281,7,Sykkel
barn_3282,5,Lego
barn_3283,14,Bil
barn_3284,14,Spill
barn_3285,7,Kosedyr
barn_3286,3,Bok
barn_3287,7,Spill
barn_3288,12,Sykkel
barn_3289,15,Kosedyr
barn_3290,5,Bil
barn_3291,2,Bok
barn_3292,14,Bok
barn_3293,7,Kosedyr
barn_3294,8,Sykkel
barn_3295,17,skøyter
barn_3296,2,Lego
barn_3297,9,Kosedyr
barn_3298,3,Lego
barn_3299,7,kostyme
barn_3300,12,kostyme
barn_3301,7,Spill
barn_3302,17,Bok
barn_3303,8,Sykkel
barn_3304,6,Kosedyr
barn_3305,5,Sykkel
barn_3306,6,Lego
barn_3307,7,Sykkel
barn_3308,2,Kosedyr
barn_3309,6,Bok
barn_3310,7,Lego
barn_3311,10,Lego
barn_3312,9,Lego
barn_3313,10,Spill
barn_3314,1,kikkert
barn_3315,5,kikkert
barn_3316,9,Bok
barn_3317,8,Lego
barn_3318,1,Spill
barn_3319,12,Tegnesaker
barn_3320,11,kikkert
barn_3321,8,Spill
barn_3322,2,Tegnesaker
barn_3323,11,Lekefigur
barn_3324,8,Bok
barn_3325,12,Bok
barn_3326,11,kostyme
barn_3327,12,Kosedyr
barn_3328,8,Lego
barn_3329,4,Spill
barn_3330,9,kikkert
barn_3331,9,Bok
barn_3332,11,Lego
barn_3333,5,Sykkel
barn_3334,5,skøyter
barn_3335,15,Bok
barn_3336,11,Kosedyr
barn_3337,15,Spill
barn_3338,11,rulleskøyter
barn_3339,9,Spill
barn_3340,9,Lekefigur
barn_3341,15,Bok
barn_3342,8,Kosedyr
barn_3343,9,Kosedyr
barn_3344,5,Lego
barn_3345,7,Bok
barn_3346,10,Kosedyr
barn_3347,6,Bil
barn_3348,5,rulleskøyter
barn_3349,6,Bok
barn_3350,5,kostyme
barn_3351,5,Lekefigur
barn_3352,7,Lego
barn_3353,15,Bok
barn_3354,8,Bil
barn_3355,5,Kosedyr
barn_3356,3,Kosedyr
barn_3357,9,Spill
barn_3358,7,Bok
barn_3359,13,Kosedyr
barn_3360,9,Bok
barn_3361,12,kostyme
barn_3362,6,Bok
barn_3363,9,Spill
barn_3364,6,Spill
barn_3365,16,kikkert
barn_3366,9,Bok
barn_3367,6,Lego
barn_3368,6,Lego
barn_3369,5,Kosedyr
barn_3370,9,Spill
barn_3371,5,ski
barn_3372,9,Bil
barn_3373,6,Lego
barn_3374,9,Bok
barn_3375,13,Kosedyr
barn_3376,12,Spill
barn_3377,11,Sykkel
barn_3378,5,Lego
barn_3379,3,Spill
barn_3380,9,Spill
barn_3381,6,Kosedyr
barn_3382,7,Tegnesaker
barn_3383,1,Kosedyr
barn_3384,6,Tegnesaker
barn_3385,1,Bil
barn_3386,14,Lego
barn_3387,5,rulleskøyter
barn_3388,8,Spill
barn_3389,2,Lego
barn_3390,9,Sykkel
barn_3391,6,Bok
barn_3392,15,Bok
barn_3393,14,Bil
barn_3394,6,Tegnesaker
barn_3395,15,Spill
barn_3396,17,Lekefigur
barn_3397,13,Lekefigur
barn_3398,13,Bok
barn_3399,5,Kosedyr
barn_3400,8,skøyter
barn_3401,2,rulleskøyter
barn_3402,3,Lego
barn_3403,17,Spill
barn_3404,6,Lekefigur
barn_3405,11,Kosedyr
barn_3406,12,Sykkel
barn_3407,14,Kosedyr
barn_3408,17,Bil
barn_3409,5,Lego
barn_3410,2,rulleskøyter
barn_3411,7,Lego
barn_3412,4,Spill
barn_3413,1,Lekefigur
barn_3414,6,Lego
barn_3415,12,Lego
barn_3416,8,kikkert
barn_3417,6,Lego
barn_3418,9,Sykkel
barn_3419,5,Spill
barn_3420,1,Sykkel
barn_3421,11,Lego
barn_3422,9,Kosedyr
barn_3423,11,kostyme
barn_3424,2,Bok
barn_3425,13,skøyter
barn_3426,9,Tegnesaker
barn_3427,8,Bil
barn_3428,9,Bok
barn_3429,14,Spill
barn_3430,8,Bok
barn_3431,8,Kosedyr
barn_3432,17,Spill
barn_3433,11,skøyter
barn_3434,7,Bok
barn_3435,10,Lekefigur
barn_3436,7,Spill
barn_3437,5,Bok
barn_3438,9,Spill
barn_3439,16,Kosedyr
barn_3440,16,kostyme
barn_3441,6,kikkert
barn_3442,8,kostyme
barn_3443,5,Tegnesaker
barn_3444,17,Kosedyr
barn_3445,17,Lego
barn_3446,9,Lego
barn_3447,12,Bil
barn_3448,10,Lego
barn_3449,9,Kosedyr
barn_3450,2,Spill
barn_3451,7,rulleskøyter
barn_3452,9,Lekefigur
barn_3453,9,Spill
barn_3454,7,ski
barn_3455,16,Kosedyr
barn_3456,5,Bok
barn_3457,8,Bok
barn_3458,9,Bok
barn_3459,9,Bok
barn_3460,9,Lego
barn_3461,6,skøyter
barn_3462,5,Spill
barn_3463,9,Lego
barn_3464,9,Sykkel
barn_3465,5,Sykkel
barn_3466,10,rulleskøyter
barn_3467,7,Spill
barn_3468,9,Sykkel
barn_3469,13,Lego
barn_3470,5,Bok
barn_3471,1,Kosedyr
barn_3472,12,Kosedyr
barn_3473,9,Bok
barn_3474,9,Tegnesaker
barn_3475,13,Spill
barn_3476,12,kikkert
barn_3477,16,rulleskøyter
barn_3478,8,Spill
barn_3479,8,Bok
barn_3480,7,Bok
barn_3481,5,Spill
barn_3482,8,skøyter
barn_3483,6,Kosedyr
barn_3484,15,Spill
barn_3485,8,Lego
barn_3486,9,Bil
barn_3487,6,Lego
barn_3488,2,Bil
barn_3489,1,Bok
barn_3490,7,kikkert
barn_3491,3,ski
barn_3492,9,Bil
barn_3493,14,Lekefigur
barn_3494,14,Kosedyr
barn_3495,9,kjelke
barn_3496,5,Lekefigur
barn_3497,14,Bok
barn_3498,14,Lego
barn_3499,5,Lego
barn_3500,10,kostyme
barn_3501,6,Lego
barn_3502,12,Sykkel
barn_3503,17,Bil
barn_3504,1,Spill
barn_3505,15,skøyter
barn_3506,9,kostyme
barn_3507,17,Lego
barn_3508,7,kikkert
barn_3509,13,Sykkel
barn_3510,2,Lekefigur
barn_3511,6,Bok
barn_3512,2,Spill
barn_3513,17,kostyme
barn_3514,13,Lekefigur
barn_3515,14,Bok
barn_3516,16,skøyter
barn_3517,3,Spill
barn_3518,7,Bok
barn_3519,2,kostyme
barn_3520,5,Lego
barn_3521,5,Spill
barn_3522,7,kjelke
barn_3523,6,Sykkel
barn_3524,3,kostyme
barn_3525,5,Lekefigur
barn_3526,4,Kosedyr
barn_3527,17,Spill
barn_3528,11,Sykkel
barn_3529,17,Bok
barn_3530,7,Lekefigur
barn_3531,6,Lego
barn_3532,12,Lego
barn_3533,6,Spill
barn_3534,6,Kosedyr
barn_3535,5,kikkert
barn_3536,4,Bok
barn_3537,5,Bok
barn_3538,6,Bok
barn_3539,9,Spill
barn_3540,2,Kosedyr
barn_3541,5,Lego
barn_3542,12,kostyme
barn_3543,4,Sykkel
barn_3544,6,Lekefigur
barn_3545,14,kostyme
barn_3546,5,Kosedyr
barn_3547,3,Bil
barn_3548,8,Kosedyr
barn_3549,6,Spill
barn_3550,8,Lego
barn_3551,12,Lego
barn_3552,4,Kosedyr
barn_3553,8,Spill
barn_3554,8,skøyter
barn_3555,4,Sykkel
barn_3556,9,Spill
barn_3557,6,Lego
barn_3558,8,Bok
barn_3559,3,Kosedyr
barn_3560,7,Tegnesaker
barn_3561,6,Lekefigur
barn_3562,13,Bok
barn_3563,2,Lego
barn_3564,7,rulleskøyter
barn_3565,7,Lego
barn_3566,10,Spill
barn_3567,8,Spill
barn_3568,9,Kosedyr
barn_3569,11,kostyme
barn_3570,14,kostyme
barn_3571,6,Lego
barn_3572,8,Lego
barn_3573,13,Tegnesaker
barn_3574,17,Spill
barn_3575,15,Kosedyr
barn_3576,7,kjelke
barn_3577,5,Bil
barn_3578,8,Sykkel
barn_3579,11,kostyme
barn_3580,8,Spill
barn_3581,8,skøyter
barn_3582,13,Bok
barn_3583,6,Spill
barn_3584,14,Kosedyr
barn_3585,7,Lego
barn_3586,6,Lego
barn_3587,7,Kosedyr
barn_3588,11,Lego
barn_3589,4,Bok
barn_3590,5,Kosedyr
barn_3591,16,Bok
barn_3592,5,Spill
barn_3593,8,Bok
barn_3594,8,Lego
barn_3595,8,Bok
barn_3596,9,Bok
barn_3597,5,Spill
barn_3598,8,Spill
barn_3599,7,kikkert
barn_3600,9,Kosedyr
barn_3601,4,Tegnesaker
barn_3602,8,Tegnesaker
barn_3603,5,Kosedyr
barn_3604,6,Spill
barn_3605,5,Sykkel
barn_3606,5,Bok
barn_3607,13,Tegnesaker
barn_3608,6,Tegnesaker
barn_3609,16,Spill
barn_3610,17,Spill
barn_3611,8,Lego
barn_3612,4,Lego
barn_3613,7,Spill
barn_3614,12,Spill
barn_3615,6,Lego
barn_3616,3,skøyter
barn_3617,8,Tegnesaker
barn_3618,13,Lego
barn_3619,12,Lego
barn_3620,5,Spill
barn_3621,9,Bil
barn_3622,5,Spill
barn_3623,5,Kosedyr
barn_3624,14,Bil
barn_3625,5,Bok
barn_3626,6,Kosedyr
barn_3627,1,kjelke
barn_3628,14,Lego
barn_3629,12,Lekefigur
barn_3630,9,rulleskøyter
barn_3631,11,Spill
barn_3632,5,Sykkel
barn_3633,7,Spill
barn_3634,6,Bil
barn_3635,3,Spill
barn_3636,8,ski
barn_3637,15,Bil
barn_3638,2,kostyme
barn_3639,6,Bil
barn_3640,5,Spill
barn_3641,5,Bok
barn_3642,15,Spill
barn_3643,7,Spill
barn_3644,7,Tegnesaker
barn_3645,11,kostyme
barn_3646,5,Lego
barn_3647,8,Lego
barn_3648,7,Lekefigur
barn_3649,9,Kosedyr
barn_3650,17,Bil
barn_3651,11,Spill
barn_3652,7,Bok
barn_3653,13,Sykkel
barn_3654,5,Kosedyr
barn_3655,1,Spill
barn_3656,5,kostyme
barn_3657,6,Lego
barn_3658,8,Bok
barn_3659,9,kikkert
barn_3660,15,kostyme
barn_3661,8,Bok
barn_3662,8,Bok
barn_3663,2,Bil
barn_3664,1,Bok
barn_3665,8,Kosedyr
barn_3666,7,Bok
barn_3667,13,Bok
barn_3668,5,Spill
barn_3669,1,Bil
barn_3670,7,Bok
barn_3671,5,Lego
barn_3672,2,Kosedyr
barn_3673,10,kostyme
barn_3674,4,Spill
barn_3675,9,Kosedyr
barn_3676,6,Bok
barn_3677,5,Lego
barn_3678,7,Kosedyr
barn_3679,12,Lego
barn_3680,7,Kosedyr
barn_3681,11,kjelke
barn_3682,4,kostyme
barn_3683,11,kostyme
barn_3684,5,Lego
barn_3685,9,kostyme
barn_3686,8,Bok
barn_3687,16,Spill
barn_3688,7,Bok
barn_3689,2,Sykkel
barn_3690,1,Spill
barn_3691,13,Lego
barn_3692,8,kjelke
barn_3693,11,Bok
barn_3694,5,Bok
barn_3695,6,Lego
barn_3696,1,Spill
barn_3697,16,Lekefigur
barn_3698,9,Lego
barn_3699,16,Spill
barn_3700,6,Kosedyr
barn_3701,9,Spill
barn_3702,9,Kosedyr
barn_3703,6,Spill
barn_3704,13,kikkert
barn_3705,16,Spill
barn_3706,14,Lekefigur
barn_3707,10,kjelke
barn_3708,6,Bok
barn_3709,6,Bok
barn_3710,17,Spill
barn_3711,1,Bok
barn_3712,10,Tegnesaker
barn_3713,10,Kosedyr
barn_3714,9,rulleskøyter
barn_3715,17,Lekefigur
barn_3716,6,kostyme
barn_3717,6,Kosedyr
barn_3718,3,Kosedyr
barn_3719,7,Kosedyr
barn_3720,6,Bil
barn_3721,6,Bok
barn_3722,13,Lekefigur
barn_3723,16,Spill
barn_3724,5,Kosedyr
barn_3725,7,Kosedyr
barn_3726,16,Spill
barn_3727,2,Bok
barn_3728,3,Kosedyr
barn_3729,5,Spill
barn_3730,9,Sykkel
barn_3731,5,Spill
barn_3732,17,kostyme
barn_3733,7,Bil
barn_3734,8,Lego
barn_3735,5,Spill
barn_3736,7,Lego
barn_3737,9,Spill
barn_3738,11,Tegnesaker
barn_3739,11,kjelke
barn_3740,8,Kosedyr
barn_3741,15,rulleskøyter
barn_3742,13,Sykkel
barn_3743,11,Spill
barn_3744,2,Lego
barn_3745,1,Spill
barn_3746,5,Bok
barn_3747,9,Lego
barn_3748,7,Lego
barn_3749,7,Bok
barn_3750,14,Tegnesaker
barn_3751,15,Bok
barn_3752,15,Spill
barn_3753,6,Lego
barn_3754,9,Bok
barn_3755,6,skøyter
barn_3756,5,Tegnesaker
barn_3757,5,Spill
barn_3758,6,Bil
barn_3759,7,Spill
barn_3760,13,Bok
barn_3761,4,kjelke
barn_3762,10,Lekefigur
barn_3763,8,Tegnesaker
barn_3764,6,kjelke
barn_3765,8,Kosedyr
barn_3766,6,Spill
barn_3767,9,Bok
barn_3768,7,kostyme
barn_3769,5,kostyme
barn_3770,4,Tegnesaker
barn_3771,8,Lego
barn_3772,15,Lekefigur
barn_3773,6,Lekefigur
barn_3774,10,Lego
barn_3775,9,Kosedyr
barn_3776,16,Lekefigur
barn_3777,13,Sykkel
barn_3778,8,Spill
barn_3779,9,Kosedyr
barn_3780,15,Spill
barn_3781,7,Bil
barn_3782,6,kikkert
barn_3783,1,skøyter
barn_3784,13,Lego
barn_3785,12,kostyme
barn_3786,3,Bok
barn_3787,8,Sykkel
barn_3788,7,Kosedyr
barn_3789,4,Lekefigur
barn_3790,17,Spill
barn_3791,5,Bil
barn_3792,2,Lego
barn_3793,9,Kosedyr
barn_3794,10,Spill
barn_3795,1,Spill
barn_3796,9,Spill
barn_3797,8,Kosedyr
barn_3798,3,Kosedyr
barn_3799,5,Lekefigur
barn_3800,8,ski
barn_3801,6,Spill
barn_3802,16,Kosedyr
barn_3803,13,Lego
barn_3804,17,Spill
barn_3805,6,Lekefigur
barn_3806,17,Kosedyr
barn_3807,7,Tegnesaker
barn_3808,6,Kosedyr
barn_3809,2,Sykkel
barn_3810,2,ski
barn_3811,9,Lego
barn_3812,7,ski
barn_3813,5,Spill
barn_3814,9,Kosedyr
barn_3815,5,rulleskøyter
barn_3816,8,Tegnesaker
barn_3817,6,Spill
barn_3818,13,Bok
barn_3819,13,Spill
barn_3820,7,Bil
barn_3821,6,Bil
barn_3822,6,Spill
barn_3823,12,Lekefigur
barn_3824,6,Lego
barn_3825,5,Spill
barn_3826,3,Bok
barn_3827,7,Lego
barn_3828,8,Bok
barn_3829,13,Lego
barn_3830,5,Spill
barn_3831,7,Spill
barn_3832,12,Spill
barn_3833,13,Bok
barn_3834,7,Lego
barn_3835,7,Kosedyr
barn_3836,6,Bok
barn_3837,16,rulleskøyter
barn_3838,4,Bok
barn_3839,16,Spill
barn_3840,9,Tegnesaker
barn_3841,8,Bok
barn_3842,1,Spill
barn_3843,7,Lego
barn_3844,7,Bok
barn_3845,5,Sykkel
barn_3846,9,Kosedyr
barn_3847,17,Lego
barn_3848,8,Lego
barn_3849,10,Lego
barn_3850,2,Kosedyr
barn_3851,7,Kosedyr
barn_3852,4,Bil
barn_3853,9,kostyme
barn_3854,16,Kosedyr
barn_3855,9,Sykkel
barn_3856,3,Tegnesaker
barn_3857,6,rulleskøyter
barn_3858,8,Kosedyr
barn_3859,7,kikkert
barn_3860,13,Kosedyr
barn_3861,12,Tegnesaker
barn_3862,9,Lego
barn_3863,7,Sykkel
barn_3864,5,Lego
barn_3865,3,Bil
barn_3866,6,Lego
barn_3867,7,kostyme
barn_3868,9,rulleskøyter
barn_3869,9,Spill
barn_3870,2,Lego
barn_3871,7,Spill
barn_3872,5,Lego
barn_3873,5,ski
barn_3874,13,Kosedyr
barn_3875,2,Kosedyr
barn_3876,7,Tegnesaker
barn_3877,5,Kosedyr
barn_3878,14,Lego
barn_3879,8,Kosedyr
barn_3880,5,Kosedyr
barn_3881,8,Kosedyr
barn_3882,10,Lego
barn_3883,16,Spill
barn_3884,5,Bil
barn_3885,14,Bok
barn_3886,16,Bil
barn_3887,15,Tegnesaker
barn_3888,9,Kosedyr
barn_3889,9,kostyme
barn_3890,7,Spill
barn_3891,11,Bil
barn_3892,8,rulleskøyter
barn_3893,9,Lego
barn_3894,7,Tegnesaker
barn_3895,10,Bok
barn_3896,13,Kosedyr
barn_3897,4,Kosedyr
barn_3898,13,kostyme
barn_3899,8,Kosedyr
barn_3900,13,Kosedyr
barn_3901,7,Bil
barn_3902,7,Tegnesaker
barn_3903,15,Tegnesaker
barn_3904,5,Bok
barn_3905,13,Kosedyr
barn_3906,8,ski
barn_3907,8,Bok
barn_3908,6,Tegnesaker
barn_3909,8,Spill
barn_3910,6,Tegnesaker
barn_3911,2,Sykkel
barn_3912,6,kjelke
barn_3913,1,Spill
barn_3914,17,Lekefigur
barn_3915,17,Bok
barn_3916,7,Bok
barn_3917,10,Bok
barn_3918,6,Bok
barn_3919,9,Bok
barn_3920,12,kjelke
barn_3921,16,Spill
barn_3922,7,Spill
barn_3923,12,kikkert
barn_3924,6,Spill
barn_3925,17,Kosedyr
barn_3926,1,Bok
barn_3927,9,Lego
barn_3928,9,Lego
barn_3929,9,Lego
barn_3930,4,kostyme
barn_3931,16,kostyme
barn_3932,5,Lekefigur
barn_3933,9,Lego
barn_3934,5,Lego
barn_3935,6,Spill
barn_3936,8,Spill
barn_3937,7,Lekefigur
barn_3938,5,Lego
barn_3939,5,kikkert
barn_3940,7,Bok
barn_3941,11,Bok
barn_3942,15,Bok
barn_3943,3,Bok
barn_3944,7,Lekefigur
barn_3945,3,ski
barn_3946,1,Lego
barn_3947,9,Bok
barn_3948,9,Bok
barn_3949,5,Bok
barn_3950,5,Lego
barn_3951,1,Tegnesaker
barn_3952,13,Tegnesaker
barn_3953,17,Lego
barn_3954,4,Kosedyr
barn_3955,5,Sykkel
barn_3956,14,Lego
barn_3957,16,Lego
barn_3958,7,Bok
barn_3959,2,Bok
barn_3960,2,Bok
barn_3961,8,Lego
barn_3962,7,Lego
barn_3963,1,Lekefigur
barn_3964,8,Kosedyr
barn_3965,1,Bok
barn_3966,12,Lekefigur
barn_3967,6,Lekefigur
barn_3968,2,Spill
barn_3969,8,skøyter
barn_3970,7,Kosedyr
barn_3971,17,kostyme
barn_3972,8,kikkert
barn_3973,6,Sykkel
barn_3974,10,kostyme
barn_3975,6,ski
barn_3976,15,Kosedyr
barn_3977,7,Kosedyr
barn_3978,8,Lekefigur
barn_3979,2,Tegnesaker
barn_3980,7,kostyme
barn_3981,13,rulleskøyter
barn_3982,12,Bok
barn_3983,5,Lekefigur
barn_3984,5,skøyter
barn_3985,13,Lego
barn_3986,16,rulleskøyter
barn_3987,3,Bok
barn_3988,7,skøyter
barn_3989,6,skøyter
barn_3990,14,Kosedyr
barn_3991,3,Spill
barn_3992,5,Kosedyr
barn_3993,11,Lego
barn_3994,2,Bok
barn_3995,8,Bok
barn_3996,7,Lego
barn_3997,6,Lego
barn_3998,7,skøyter
barn_3999,8,Bok
barn_4000,5,Lekefigur
barn_4001,8,Spill
barn_4002,12,Lekefigur
barn_4003,11,skøyter
barn_4004,5,Kosedyr
barn_4005,5,Kosedyr
barn_4006,6,kostyme
barn_4007,6,Lego
barn_4008,7,Kosedyr
barn_4009,9,Kosedyr
barn_4010,2,Kosedyr
barn_4011,1,Lekefigur
barn_4012,7,skøyter
barn_4013,9,Kosedyr
barn_4014,5,Kosedyr
barn_4015,9,Bok
barn_4016,6,rulleskøyter
barn_4017,14,rulleskøyter
barn_4018,15,Kosedyr
barn_4019,6,ski
barn_4020,5,kjelke
barn_4021,7,Spill
barn_4022,5,Bil
barn_4023,9,Kosedyr
barn_4024,13,Bok
barn_4025,9,Spill
barn_4026,13,Spill
barn_4027,7,rulleskøyter
barn_4028,5,Sykkel
barn_4029,10,Bok
barn_4030,6,Kosedyr
barn_4031,9,Bok
barn_4032,6,Spill
barn_4033,3,Tegnesaker
barn_4034,17,Spill
barn_4035,5,Bok
barn_4036,17,Lego
barn_4037,17,Bok
barn_4038,12,Bil
barn_4039,9,Bok
barn_4040,8,Bil
barn_4041,14,kostyme
barn_4042,6,Spill
barn_4043,7,rulleskøyter
barn_4044,9,Bok
barn_4045,7,skøyter
barn_4046,7,Spill
barn_4047,6,Spill
barn_4048,8,Bok
barn_4049,13,Kosedyr
barn_4050,5,rulleskøyter
barn_4051,16,Bok
barn_4052,9,Bil
barn_4053,13,kostyme
barn_4054,8,Spill
barn_4055,12,kikkert
barn_4056,1,Lego
barn_4057,13,skøyter
barn_4058,2,Bil
barn_4059,15,kostyme
barn_4060,17,Kosedyr
barn_4061,6,Lekefigur
barn_4062,5,Spill
barn_4063,11,Spill
barn_4064,5,Kosedyr
barn_4065,14,Spill
barn_4066,3,Kosedyr
barn_4067,4,skøyter
barn_4068,17,Bil
barn_4069,9,Sykkel
barn_4070,13,Tegnesaker
barn_4071,6,Tegnesaker
barn_4072,9,Lego
barn_4073,9,Bil
barn_4074,9,ski
barn_4075,9,Spill
barn_4076,8,Tegnesaker
barn_4077,7,Spill
barn_4078,6,Spill
barn_4079,11,kikkert
barn_4080,5,Lego
barn_4081,9,Bok
barn_4082,5,kikkert
barn_4083,9,Tegnesaker
barn_4084,11,Kosedyr
barn_4085,5,Spill
barn_4086,2,ski
barn_4087,4,Lego
barn_4088,9,Kosedyr
barn_4089,13,Lego
barn_4090,2,ski
barn_4091,10,Bil
barn_4092,6,Spill
barn_4093,7,Sykkel
barn_4094,16,rulleskøyter
barn_4095,6,kjelke
barn_4096,7,Bil
barn_4097,1,Tegnesaker
barn_4098,3,Bok
barn_4099,5,Spill
barn_4100,1,Tegnesaker
barn_4101,9,Sykkel
barn_4102,7,ski
barn_4103,8,Bok
barn_4104,5,Bil
barn_4105,6,Lekefigur
barn_4106,9,Tegnesaker
barn_4107,17,Spill
barn_4108,2,Sykkel
barn_4109,15,Lego
barn_4110,8,Sykkel
barn_4111,8,Sykkel
barn_4112,8,Spill
barn_4113,2,Sykkel
barn_4114,3,kjelke
barn_4115,9,Bok
barn_4116,6,Lekefigur
barn_4117,15,Kosedyr
barn_4118,7,kostyme
barn_4119,4,Bok
barn_4120,10,Bok
barn_4121,6,Bil
barn_4122,8,Bok
barn_4123,9,Bok
barn_4124,15,ski
barn_4125,12,Bil
barn_4126,9,Sykkel
barn_4127,9,kostyme
barn_4128,16,kostyme
barn_4129,6,Kosedyr
barn_4130,1,Spill
barn_4131,6,Bok
barn_4132,5,Spill
barn_4133,9,Lego
